edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
35,1,1.78,27.9,88.4,8.8,3.9,5.4,3.1,3.4,9660,3,70,7.9,1.7,139.7,35.6,7.6,2.7,2.34,1.2,60.0,63.85,13.33
38,1,1.78,27.5,87.0,7.6,3.7,6.4,4.2,4.6,8982,3,64,5.8,3.4,100.9,26.1,5.0,2.4,1.88,5.2,60.0,70.81,73.33
25,1,1.72,25.5,75.4,8.2,4.0,4.9,5.3,5.8,10081,4,74,8.3,1.4,124.5,37.2,1.0,2.8,4.0,8.9,60.0,100.0,34.44
49,1,1.8,25.6,82.9,9.3,3.9,5.5,2.1,2.3,10185,4,75,6.3,3.0,104.6,28.4,3.0,2.8,3.39,0.0,60.0,74.44,97.78
48,1,1.77,26.4,82.7,9.0,3.7,6.3,7.2,7.9,7752,3,53,6.5,2.8,107.7,29.3,1.4,2.0,1.66,0.9,60.0,44.6,14.44
33,1,1.75,31.0,94.9,8.4,3.9,5.5,7.2,7.9,7233,3,48,5.0,4.0,94.7,22.5,4.3,1.8,3.75,3.7,60.0,96.81,2.22
26,1,1.64,21.9,59.0,5.3,3.8,6.0,7.8,8.6,12850,5,100,5.1,3.9,60.5,23.1,6.4,3.8,2.78,4.7,60.0,92.72,36.67
19,1,1.82,25.8,85.6,6.5,4.1,4.5,5.9,6.5,9776,4,71,6.3,2.9,108.6,28.5,4.0,2.7,2.93,4.9,0.0,55.75,25.56
44,0,1.66,24.1,66.5,5.6,3.9,5.3,6.5,7.2,10674,4,80,3.8,5.0,50.3,17.0,0.9,3.0,2.57,0.0,60.0,84.66,57.78
40,1,1.67,25.8,72.1,6.5,4.0,5.0,6.3,6.9,9441,4,68,7.1,2.3,103.0,32.1,4.7,2.6,0.65,5.3,60.0,80.28,61.11
51,1,1.65,26.5,72.3,3.9,3.2,4.9,6.6,7.3,8498,4,59,4.1,4.7,59.7,18.6,0.8,2.2,2.02,4.1,60.0,49.91,14.44
37,1,1.72,23.0,68.0,6.3,4.0,5.2,5.4,5.9,11539,4,88,10.0,0.0,136.0,45.0,7.0,3.3,3.1,0.0,60.0,90.85,20.0
39,1,1.58,19.4,48.3,6.7,4.0,5.2,3.9,4.3,10451,4,78,5.9,3.3,56.7,26.4,1.0,2.9,2.74,0.0,60.0,100.0,8.89
36,0,1.67,25.2,70.2,6.1,4.0,5.0,4.0,4.4,10195,4,75,8.3,1.3,116.8,37.5,1.1,2.8,0.96,0.0,34.5,57.12,72.22
43,1,1.63,29.2,77.5,6.4,3.9,5.5,7.0,7.7,11991,4,92,2.9,5.7,45.1,13.1,3.3,3.5,1.51,3.5,60.0,40.38,90.0
26,1,1.73,20.1,60.3,6.0,3.9,5.3,3.9,4.3,14582,5,116,9.0,0.8,108.2,40.4,5.4,4.4,1.36,1.7,60.0,72.02,75.56
62,1,1.66,25.9,71.5,6.1,3.2,5.1,5.5,6.1,11277,4,85,8.9,0.9,126.8,39.9,6.2,3.2,1.75,3.9,60.0,100.0,42.22
54,1,1.68,23.2,65.5,6.7,3.9,5.3,4.0,4.4,11156,4,84,5.0,4.0,65.0,22.3,4.8,3.2,3.72,1.8,60.0,100.0,71.11
32,1,1.65,21.6,58.8,5.7,3.8,5.8,4.8,5.3,9342,4,67,10.0,0.0,117.6,45.0,1.0,2.5,3.42,4.5,32.2,63.65,57.78
43,1,1.69,29.5,84.3,5.7,3.3,4.6,6.7,7.4,10352,4,77,9.5,0.4,160.9,42.9,1.0,2.9,2.47,0.0,60.0,94.88,83.33
18,1,1.83,19.1,64.1,5.1,3.2,5.1,5.1,5.6,10097,4,74,7.5,2.0,96.0,33.7,6.7,2.8,3.73,10.0,60.0,95.37,77.78
51,1,1.8,28.1,91.0,6.3,3.8,5.8,4.4,4.8,10320,4,76,4.5,4.4,82.8,20.5,1.4,2.9,2.88,2.5,46.3,23.51,96.67
53,1,1.72,27.5,81.3,5.4,3.2,5.0,2.9,3.2,12405,5,96,7.4,2.1,119.6,33.1,3.4,3.6,1.77,0.0,60.0,77.01,56.67
42,1,1.7,18.7,54.1,5.0,3.2,5.0,4.8,5.3,10634,4,79,7.0,2.4,75.6,31.4,6.2,3.0,3.16,2.9,40.3,63.54,18.89
21,1,1.76,28.2,87.4,5.7,4.1,4.7,4.7,5.2,12728,5,99,6.2,3.1,108.0,27.8,5.5,3.7,3.57,2.5,60.0,71.7,4.44
29,1,1.78,25.6,81.0,4.4,3.0,6.1,6.6,7.3,12749,5,99,7.6,1.9,122.8,34.1,5.4,3.7,3.38,8.4,60.0,100.0,84.44
22,0,1.56,22.5,54.8,5.4,3.2,5.0,5.0,5.5,11145,4,84,5.7,3.5,62.1,25.5,7.0,3.2,1.57,6.7,60.0,68.51,2.22
38,1,1.69,22.5,64.4,5.6,4.1,4.3,7.0,7.7,9980,4,73,6.7,2.7,85.7,29.9,5.4,2.8,1.72,1.0,60.0,88.2,57.78
59,0,1.5,24.0,54.0,4.5,3.2,4.9,6.8,7.5,7945,4,54,6.0,3.2,65.1,27.1,5.1,2.1,3.08,2.6,60.0,53.01,76.67
58,1,1.78,25.2,79.9,6.0,4.1,4.7,2.8,3.1,10645,4,79,10.0,0.0,159.8,45.0,6.6,3.0,2.01,0.3,60.0,83.81,80.0
36,0,1.76,19.6,60.8,6.0,4.0,5.2,5.3,5.8,12083,4,93,7.3,2.2,88.3,32.7,7.3,3.5,1.05,7.6,0.0,54.31,0.0
22,1,1.71,28.4,83.0,5.5,3.2,5.2,2.7,3.0,9997,4,73,6.6,2.7,109.1,29.6,1.8,2.8,2.38,1.4,60.0,68.53,7.78
29,0,1.5,22.4,50.3,5.1,3.1,5.6,3.1,3.4,13560,5,106,6.5,2.8,65.1,29.1,1.2,4.0,3.12,3.1,60.0,82.79,32.22
35,0,1.66,27.0,74.3,5.7,3.9,5.7,5.5,6.1,9154,4,66,5.1,3.9,75.7,22.9,3.6,2.5,3.91,5.5,60.0,58.87,68.89
26,1,1.64,21.9,58.9,5.1,3.1,5.7,6.0,6.6,13474,5,105,5.6,3.5,66.0,25.2,5.4,4.0,1.82,0.0,0.8,49.7,94.44
19,0,1.57,25.4,62.5,5.2,3.3,4.4,2.4,2.6,9668,4,70,7.2,2.3,89.6,32.3,6.1,2.7,2.53,5.3,60.0,72.58,42.22
46,0,1.66,23.5,64.8,6.7,4.0,5.1,2.6,2.9,9970,4,73,7.7,1.8,99.7,34.6,2.6,2.8,1.22,1.0,60.0,100.0,84.44
51,0,1.64,19.9,53.6,5.1,3.0,5.8,2.4,2.6,10356,4,77,9.0,0.8,96.4,40.4,3.0,2.9,3.33,5.3,60.0,100.0,85.56
51,1,1.67,18.5,51.6,5.2,4.0,4.8,6.4,7.0,11113,4,84,10.0,0.0,103.2,45.0,6.0,3.2,2.27,0.0,0.0,81.43,67.78
44,1,1.65,25.3,68.8,6.6,4.0,4.9,3.8,4.2,9178,4,66,10.0,0.0,137.6,45.0,3.5,2.5,1.84,0.0,60.0,81.89,7.78
49,0,1.63,18.4,48.9,6.1,4.0,4.9,5.6,6.2,9433,4,68,6.0,3.2,58.7,27.0,2.4,2.6,2.45,6.2,42.4,48.53,34.44
29,0,1.59,26.7,67.5,5.2,3.1,5.4,7.0,7.7,9371,4,68,5.7,3.4,77.6,25.9,7.7,2.6,3.33,2.8,60.0,88.28,1.11
47,1,1.62,22.4,58.9,4.7,3.8,5.9,5.0,5.5,8981,4,64,8.1,1.5,95.8,36.6,3.0,2.4,1.4,0.5,60.0,93.2,86.67
56,1,1.68,27.1,76.5,4.4,3.1,5.4,5.4,5.9,15000,5,120,8.0,1.6,122.4,36.0,3.3,4.5,3.64,3.4,60.0,100.0,98.89
63,0,1.64,23.4,63.0,5.0,3.2,5.2,7.8,8.6,11365,4,86,6.3,3.0,79.1,28.3,6.3,3.2,1.74,8.2,0.0,26.33,54.44
30,1,1.69,28.0,79.9,5.9,4.1,4.6,5.7,6.3,10183,4,75,6.3,3.0,100.6,28.3,2.1,2.8,2.09,10.0,60.0,60.41,78.89
51,1,1.6,24.3,62.3,6.1,4.1,4.4,7.1,7.8,10071,4,74,6.0,3.2,75.2,27.2,8.0,2.8,2.0,2.2,60.0,100.0,55.56
55,1,1.77,24.6,77.1,6.2,3.8,5.9,6.7,7.4,10167,4,75,2.2,6.2,40.0,10.0,6.1,2.8,2.09,1.2,60.0,82.75,72.22
38,0,1.5,22.9,51.5,4.8,3.3,4.3,8.0,8.8,12149,4,93,7.6,1.9,78.1,34.1,7.5,3.5,1.85,0.0,60.0,90.11,13.33
46,1,1.67,21.2,59.0,5.1,3.3,4.6,2.2,2.4,8664,4,61,9.2,0.6,109.1,41.6,5.7,2.3,2.97,5.5,60.0,100.0,15.56
47,0,1.58,25.7,64.3,5.9,3.9,5.4,3.8,4.2,12358,4,95,5.5,3.6,71.2,24.9,1.0,3.6,0.67,6.8,60.0,72.15,27.78
53,1,1.71,24.6,72.0,5.9,3.1,5.4,4.5,5.0,9390,4,68,7.0,2.4,101.2,31.6,2.3,2.6,3.7,10.0,0.0,36.5,8.89
47,1,1.74,23.8,72.1,5.0,3.9,5.3,6.4,7.0,8355,4,58,7.9,1.7,114.4,35.7,3.4,2.2,2.62,9.1,60.0,82.54,32.22
53,1,1.78,21.8,69.1,5.8,3.3,4.6,5.8,6.4,10910,4,82,5.0,4.0,68.4,22.3,4.6,3.1,2.65,9.8,60.0,69.06,31.11
38,0,1.57,24.6,60.6,6.1,3.9,5.5,2.6,2.9,10962,4,82,7.0,2.4,84.8,31.5,3.1,3.1,1.58,6.2,60.0,65.92,3.33
28,1,1.74,20.5,61.9,6.5,4.1,4.7,5.1,5.6,9853,4,72,8.3,1.3,103.1,37.5,4.8,2.7,2.65,6.5,60.0,100.0,65.56
39,1,1.71,23.2,67.9,6.3,4.0,5.2,4.2,4.6,8481,4,59,7.0,2.4,95.6,31.7,6.1,2.2,1.47,1.8,60.0,84.15,47.78
59,1,1.58,22.5,56.1,4.1,3.1,5.4,7.2,7.9,11986,4,92,6.1,3.1,68.3,27.4,5.6,3.5,3.56,0.5,60.0,94.81,77.78
59,1,1.83,20.5,68.6,7.0,3.9,5.4,7.6,8.4,10385,4,77,10.0,0.0,137.2,45.0,6.9,2.9,3.14,5.4,60.0,100.0,40.0
34,1,1.6,23.6,60.3,5.7,4.0,5.0,2.0,2.2,7394,4,49,8.6,1.1,103.5,38.6,4.5,1.9,1.71,9.1,26.3,20.42,80.0
36,1,1.73,21.6,64.7,5.5,4.0,5.1,2.4,2.6,8503,4,60,5.8,3.4,74.9,26.1,1.3,2.3,2.51,2.3,60.0,74.55,66.67
52,1,1.73,25.3,75.8,6.4,3.9,5.3,6.5,7.2,9396,4,68,10.0,0.0,151.6,45.0,6.2,2.6,2.2,0.9,60.0,100.0,74.44
27,0,1.64,25.4,68.3,5.7,3.1,5.3,7.3,8.0,14540,5,115,5.3,3.8,72.4,23.8,5.1,4.3,2.43,0.0,60.0,100.0,53.33
40,0,1.59,27.5,69.5,5.0,3.3,4.6,3.8,4.2,8808,4,62,8.1,1.5,112.5,36.4,3.8,2.4,2.0,0.0,60.0,73.87,60.0
57,0,1.68,26.8,75.5,5.3,4.0,4.9,7.9,8.7,11703,4,89,8.2,1.4,124.5,37.1,1.6,3.4,2.86,6.9,60.0,83.19,24.44
63,1,1.59,27.0,68.2,6.7,4.0,4.9,5.0,5.5,9905,4,72,8.1,1.5,110.3,36.4,2.1,2.7,1.99,0.0,60.0,100.0,60.0
30,1,1.7,29.9,86.4,6.2,3.9,5.3,2.7,3.0,11063,4,83,8.3,1.3,144.1,37.5,6.7,3.1,2.68,0.9,60.0,100.0,35.56
53,1,1.66,27.6,76.1,6.0,4.0,4.9,3.9,4.3,9249,4,66,10.0,0.0,152.2,45.0,0.9,2.5,3.24,0.0,60.0,73.45,11.11
31,0,1.57,29.7,73.1,5.7,3.9,5.7,2.6,2.9,8619,4,61,6.9,2.5,101.3,31.2,1.9,2.3,2.11,4.4,60.0,100.0,82.22
45,1,1.73,24.6,73.7,6.1,3.8,5.8,3.5,3.9,10067,4,74,10.0,0.0,147.4,45.0,2.9,2.8,3.98,0.0,60.0,100.0,64.44
45,0,1.7,22.1,64.0,5.1,3.4,4.1,3.1,3.4,11723,4,89,8.4,1.3,107.5,37.8,5.6,3.4,3.34,7.6,60.0,59.49,42.22
64,0,1.6,27.8,71.2,4.8,3.2,4.8,3.1,3.4,8493,4,59,4.7,4.3,66.6,21.1,6.5,2.2,1.79,5.4,60.0,86.44,7.78
27,0,1.67,25.5,71.0,6.1,4.0,5.1,3.9,4.3,9127,4,65,5.2,3.9,73.2,23.2,1.4,2.5,3.17,6.6,60.0,47.56,97.78
34,1,1.7,21.3,61.6,5.1,4.0,5.1,4.8,5.3,8435,4,59,5.4,3.6,67.1,24.5,1.2,2.2,2.66,2.1,60.0,100.0,54.44
28,0,1.56,20.3,49.5,5.5,3.3,4.7,3.8,4.2,11931,4,91,8.3,1.4,81.9,37.2,6.0,3.4,2.42,4.2,60.0,100.0,60.0
19,1,1.68,24.0,67.9,3.9,3.2,4.8,6.5,7.2,8655,4,61,6.2,3.1,83.6,27.7,6.6,2.3,1.59,7.7,0.0,25.62,36.67
36,1,1.68,21.7,61.3,4.6,3.1,5.7,7.9,8.7,10871,4,81,6.6,2.8,80.4,29.5,3.8,3.1,3.04,3.5,60.0,86.93,31.11
36,1,1.65,24.1,65.6,6.2,4.0,4.9,2.2,2.4,9826,4,72,6.1,3.1,80.3,27.5,2.9,2.7,2.95,0.3,60.0,86.73,91.11
54,0,1.65,23.5,64.0,5.0,3.3,4.4,6.6,7.3,10741,4,80,3.5,5.2,45.2,15.9,5.5,3.0,1.29,3.7,60.0,46.15,65.56
55,0,1.64,28.7,77.2,5.5,3.8,5.8,5.5,6.1,11349,4,86,6.1,3.2,93.4,27.2,6.6,3.2,1.73,3.0,60.0,41.03,94.44
21,1,1.59,18.1,45.7,5.3,3.9,5.5,7.4,8.1,12385,4,95,5.3,3.8,48.2,23.7,3.0,3.6,1.62,0.0,60.0,93.7,21.11
27,0,1.5,23.9,53.7,4.5,3.0,6.0,2.2,2.4,11441,4,87,5.7,3.4,61.3,25.7,5.0,3.3,1.38,1.1,60.0,58.73,28.89
62,0,1.65,19.7,53.6,4.7,3.1,5.7,4.8,5.3,11659,4,89,8.8,1.0,93.8,39.4,5.1,3.3,2.49,5.9,60.0,100.0,61.11
48,1,1.64,18.6,49.9,4.8,3.1,5.6,5.4,5.9,8715,4,61,5.6,3.5,56.3,25.4,6.6,2.3,1.92,0.0,60.0,83.74,33.33
20,1,1.72,20.7,61.4,6.5,3.9,5.3,5.7,6.3,9597,4,70,2.7,5.9,40.0,12.1,3.8,2.6,1.8,6.8,60.0,46.25,28.89
56,1,1.75,25.9,79.2,6.5,4.0,5.1,5.8,6.4,10950,4,82,7.3,2.2,115.5,32.8,2.1,3.1,2.29,1.5,60.0,100.0,70.0
61,1,1.61,18.6,48.3,4.8,3.7,2.5,2.5,2.8,7449,4,50,5.5,3.6,53.3,24.8,5.4,1.9,3.92,2.0,60.0,100.0,73.33
51,1,1.6,24.2,61.9,5.6,3.6,2.9,6.4,7.0,6590,3,42,4.3,4.6,53.2,19.3,5.7,1.6,2.82,1.5,60.0,62.35,51.11
18,0,1.74,21.0,63.6,5.5,3.7,2.4,7.5,8.2,8436,3,59,7.1,2.3,90.1,31.9,2.8,2.2,1.89,2.0,60.0,80.78,57.78
35,1,1.72,27.4,81.1,5.7,3.9,1.5,2.2,2.4,5712,3,34,6.1,3.1,98.9,27.4,2.6,1.3,2.61,5.8,0.0,38.14,17.78
57,1,1.67,21.7,60.6,5.6,3.6,2.8,2.1,2.3,6656,3,42,4.7,4.2,57.4,21.3,3.2,1.6,2.76,1.0,60.0,86.82,3.33
30,0,1.55,23.1,55.5,5.5,3.8,2.1,3.6,4.0,5711,3,34,10.0,0.0,111.0,45.0,1.5,1.3,3.1,3.2,60.0,85.23,33.33
58,0,1.58,24.6,61.5,5.1,3.9,1.5,6.4,7.0,6777,4,44,8.8,0.9,108.7,39.8,4.6,1.7,2.18,2.1,60.0,93.86,23.33
43,0,1.54,26.9,63.9,5.3,3.7,2.5,7.8,8.6,6510,3,41,5.2,3.8,66.6,23.4,5.8,1.6,3.14,0.0,60.0,74.04,80.0
63,1,1.76,24.7,76.4,4.7,3.7,2.5,7.8,8.6,8509,3,60,8.6,1.1,131.2,38.6,4.4,2.3,3.43,7.9,60.0,63.26,81.11
45,0,1.57,24.4,60.2,4.4,3.8,2.1,5.4,5.9,7665,3,52,6.8,2.5,82.5,30.8,4.6,2.0,3.17,10.0,60.0,59.17,23.33
20,0,1.7,26.2,75.8,5.3,3.7,2.4,7.2,7.9,6000,3,36,6.0,3.2,90.5,26.9,5.8,1.4,3.4,5.1,60.0,76.36,81.11
22,1,1.67,26.3,73.3,5.2,3.9,1.5,2.4,2.6,6905,4,45,5.5,3.6,81.1,24.9,3.4,1.7,3.21,7.2,60.0,90.95,37.78
30,1,1.63,23.1,61.5,5.0,3.6,2.9,7.9,8.7,8186,3,57,8.3,1.4,101.5,37.1,7.2,2.1,2.17,2.7,60.0,100.0,0.0
43,0,1.59,18.7,47.3,5.7,3.7,2.5,5.1,5.6,7705,3,52,4.9,4.1,46.1,21.9,7.5,2.0,2.42,5.8,60.0,67.28,1.11
37,1,1.52,20.9,48.4,4.3,3.8,1.9,2.6,2.9,9823,4,72,3.2,5.4,40.0,14.5,5.5,2.7,3.06,0.0,60.0,61.51,13.33
22,1,1.69,24.2,69.1,4.2,3.9,1.5,4.3,4.7,6843,3,44,7.6,1.9,104.8,34.1,3.7,1.7,3.36,8.0,60.0,95.3,58.89
53,0,1.61,18.0,46.7,5.7,3.9,1.5,6.2,6.8,9820,4,72,10.0,0.0,93.4,45.0,1.6,2.7,3.34,4.2,0.0,84.27,21.11
63,0,1.68,29.7,83.7,5.4,3.8,2.1,3.3,3.6,6705,3,43,9.1,0.7,151.8,40.8,5.6,1.6,1.26,0.5,0.0,49.89,14.44
21,1,1.57,19.5,48.2,4.4,3.8,2.2,2.6,2.9,9933,4,73,6.8,2.5,65.7,30.7,5.1,2.7,2.61,5.2,60.0,77.06,28.89
58,1,1.78,23.5,74.4,5.6,3.7,2.3,6.9,7.6,6296,3,39,7.5,2.0,112.0,33.9,0.9,1.5,2.1,7.0,60.0,54.85,8.89
24,0,1.68,29.3,82.7,5.8,3.9,1.5,6.7,7.4,7932,3,54,6.9,2.5,114.4,31.1,7.8,2.1,1.95,0.0,60.0,69.55,87.78
45,0,1.71,26.9,78.6,4.5,3.6,2.8,6.9,7.6,5815,4,35,7.0,2.4,110.6,31.7,5.6,1.3,2.74,1.7,60.0,43.82,55.56
57,1,1.7,21.2,61.2,4.7,3.8,2.1,6.8,7.5,8069,3,56,6.2,3.1,75.7,27.8,0.8,2.1,2.83,0.0,0.0,63.79,46.67
23,0,1.69,22.7,64.9,5.6,3.8,2.2,3.6,4.0,7160,3,47,8.5,1.2,110.1,38.2,2.2,1.8,3.04,0.7,60.0,89.62,46.67
27,1,1.6,21.7,55.5,5.4,3.7,2.4,5.8,6.4,7688,4,52,4.1,4.7,45.1,18.3,2.6,2.0,3.19,0.2,60.0,68.64,68.89
20,1,1.75,24.0,73.5,5.1,3.8,2.0,6.0,6.6,7202,3,48,8.1,1.5,119.3,36.5,6.9,1.8,4.0,8.3,60.0,85.98,51.11
32,1,1.65,24.3,66.1,5.8,3.8,2.2,7.6,8.4,8306,3,58,3.6,5.1,48.1,16.4,5.8,2.2,2.27,6.6,60.0,59.19,65.56
56,0,1.5,18.0,40.5,5.4,3.8,2.2,4.9,5.4,6024,4,37,2.1,6.3,40.0,9.4,1.9,1.4,2.17,5.3,60.0,75.8,13.33
57,0,1.54,25.8,61.2,4.1,3.7,2.3,5.0,5.5,7648,3,52,9.1,0.7,111.0,40.8,5.9,2.0,3.19,0.0,60.0,75.38,21.11
36,1,1.7,23.3,67.3,6.2,3.8,1.8,3.4,3.7,7120,3,47,7.7,1.9,103.2,34.5,2.5,1.8,2.23,8.9,60.0,71.84,38.89
38,1,1.64,18.0,48.4,5.3,3.8,2.0,5.5,6.1,8555,4,60,6.7,2.6,64.8,30.1,7.1,2.3,2.92,0.4,60.0,100.0,2.22
61,0,1.65,22.5,61.3,5.9,3.9,1.7,5.9,6.5,6112,3,37,10.0,0.0,122.6,45.0,1.9,1.4,0.79,0.0,60.0,80.59,14.44
49,1,1.57,26.2,64.6,5.1,3.9,1.5,7.4,8.1,7500,3,50,6.3,2.9,81.7,28.5,7.1,1.9,1.99,5.3,60.0,71.46,47.78
38,1,1.55,25.0,60.1,6.1,3.9,1.5,2.7,3.0,6515,3,41,3.4,5.3,40.6,15.2,6.2,1.6,4.0,1.9,60.0,50.92,88.89
61,1,1.8,22.0,71.2,5.6,3.8,2.2,2.9,3.2,7265,3,48,7.5,2.0,106.9,33.8,3.8,1.8,2.84,0.0,60.0,100.0,81.11
49,1,1.76,26.4,81.7,5.2,3.7,2.4,2.5,2.8,7026,4,46,2.4,6.1,40.0,10.6,2.6,1.7,2.22,4.5,60.0,42.94,71.11
41,1,1.63,18.2,48.2,4.9,3.9,1.5,2.8,3.1,6441,3,40,8.3,1.3,80.2,37.4,5.3,1.5,3.2,9.9,60.0,85.49,50.0
42,1,1.7,27.5,79.4,4.6,3.7,2.3,3.8,4.2,8810,3,62,4.3,4.6,68.4,19.4,6.2,2.4,4.0,6.6,60.0,86.29,41.11
23,1,1.77,23.0,72.1,4.3,3.7,2.4,3.2,3.5,10186,4,75,7.1,2.4,101.8,31.8,6.2,2.8,3.29,0.0,60.0,100.0,3.33
38,0,1.65,22.5,61.3,4.7,3.9,1.5,3.9,4.3,4993,3,27,7.0,2.4,85.4,31.4,6.0,1.0,1.07,0.0,11.3,35.34,57.78
52,1,1.71,22.6,66.2,5.8,3.9,1.5,2.6,2.9,9203,3,66,7.5,2.0,99.2,33.7,2.6,2.5,3.77,4.3,60.0,100.0,56.67
57,1,1.78,25.6,81.2,4.9,3.6,2.9,5.6,6.2,7814,4,53,4.2,4.7,67.5,18.7,4.0,2.0,1.88,6.5,60.0,82.3,82.22
37,0,1.57,24.1,59.3,4.9,3.7,2.3,3.4,3.7,10575,4,79,5.8,3.4,68.8,26.1,2.8,3.0,1.7,6.4,60.0,72.44,75.56
34,0,1.62,18.0,47.2,4.7,3.7,2.3,6.7,7.4,7969,3,55,6.5,2.8,61.2,29.2,5.6,2.1,1.72,4.8,60.0,78.96,63.33
19,0,1.62,25.8,67.7,3.7,3.8,2.1,3.8,4.2,5461,4,31,7.6,1.9,102.5,34.1,7.3,1.2,2.59,0.0,0.0,57.31,34.44
26,0,1.6,24.8,63.4,4.2,3.7,2.5,5.0,5.5,7935,3,54,6.2,3.0,78.7,27.9,3.4,2.1,2.91,0.0,60.0,96.83,8.89
38,1,1.67,18.0,50.2,5.3,3.7,2.3,4.5,5.0,8665,3,61,10.0,0.0,100.4,45.0,4.8,2.3,2.49,5.9,60.0,100.0,8.89
32,1,1.71,23.6,69.0,5.3,3.7,2.3,2.7,3.0,8073,4,56,5.1,3.9,69.9,22.8,1.0,2.1,1.81,8.1,0.0,20.25,87.78
28,1,1.7,26.9,77.7,5.2,3.7,2.3,3.4,3.7,7716,4,52,5.7,3.4,89.0,25.8,2.7,2.0,2.98,0.0,60.0,87.84,80.0
44,1,1.63,24.0,63.7,4.9,4.4,2.9,6.4,7.0,7986,3,55,7.9,1.7,100.1,35.4,1.3,2.1,3.17,0.3,60.0,85.17,52.22
42,1,1.76,20.6,63.9,4.8,3.7,2.5,6.0,6.6,5886,3,35,5.1,3.9,65.4,23.0,4.2,1.3,2.71,0.0,0.0,36.64,42.22
33,1,1.63,21.6,57.5,5.6,3.7,2.7,3.4,3.7,8350,3,58,8.7,1.0,100.1,39.2,5.4,2.2,2.14,1.8,60.0,100.0,51.11
33,1,1.68,30.4,85.7,4.1,3.7,2.6,4.1,4.5,8738,4,62,4.0,4.8,68.4,17.9,1.4,2.3,2.1,0.8,60.0,58.49,93.33
52,1,1.68,25.8,72.7,4.3,3.8,2.1,7.6,8.4,4562,4,23,6.4,2.9,93.4,28.9,1.5,0.9,3.32,10.0,60.0,59.58,35.56
53,1,1.73,20.6,61.7,5.3,3.7,2.6,7.5,8.2,6846,3,44,4.5,4.4,55.4,20.2,7.1,1.7,3.75,4.1,60.0,68.1,5.56
41,1,1.55,25.0,60.0,6.0,3.8,1.8,7.3,8.0,8326,3,58,8.6,1.1,103.0,38.6,5.8,2.2,3.73,1.2,60.0,98.86,57.78
23,1,1.76,26.2,81.3,5.0,3.7,2.4,2.9,3.2,8739,4,62,7.1,2.3,115.1,31.9,2.6,2.3,2.86,0.0,60.0,97.14,40.0
50,0,1.57,25.6,63.2,4.0,3.9,1.5,7.6,8.4,6918,3,45,7.4,2.1,93.0,33.1,1.0,1.7,3.18,4.2,15.5,45.03,47.78
47,0,1.71,22.5,65.7,5.1,3.7,2.6,7.5,8.2,5938,4,36,7.3,2.2,95.5,32.7,6.8,1.4,4.0,6.5,60.0,100.0,20.0
38,0,1.59,26.9,68.0,4.4,3.7,2.4,6.3,6.9,7447,4,50,7.8,1.7,106.4,35.2,7.2,1.9,4.0,4.7,60.0,75.18,8.89
26,0,1.62,18.0,47.2,5.4,3.9,1.6,4.1,4.5,8891,3,63,6.6,2.7,62.5,29.8,6.8,2.4,2.64,0.0,60.0,79.92,4.44
62,1,1.83,25.7,86.0,4.3,3.7,2.5,3.4,3.7,8518,4,60,9.3,0.6,159.2,41.7,5.4,2.3,2.08,5.5,60.0,100.0,15.56
55,1,1.68,26.8,75.5,5.5,3.8,1.9,3.8,4.2,5267,3,30,10.0,0.0,150.5,44.8,6.7,1.1,1.65,0.0,0.0,54.08,6.67
40,0,1.71,22.4,65.6,5.1,3.8,1.9,3.2,3.5,11041,4,83,6.4,2.9,83.8,28.8,1.0,3.1,1.84,0.0,60.0,43.12,64.44
34,0,1.62,24.2,63.5,4.0,3.8,2.0,5.2,5.7,5097,4,28,5.9,3.3,74.4,26.4,6.8,1.1,2.21,0.0,60.0,95.75,30.0
24,1,1.73,21.3,63.8,5.6,3.8,2.0,6.8,7.5,6560,3,42,6.5,2.8,83.6,29.5,5.3,1.6,2.68,2.0,60.0,87.23,94.44
25,1,1.7,18.0,52.0,5.6,3.8,1.8,3.5,3.9,6063,3,37,6.4,2.9,66.1,28.6,3.6,1.4,3.06,0.0,60.0,84.21,7.78
34,1,1.76,23.0,71.4,4.9,3.8,2.1,3.1,3.4,6989,4,46,3.7,5.1,52.3,16.5,2.2,1.7,3.41,0.0,0.0,43.35,7.78
64,0,1.57,19.8,48.7,5.3,3.6,2.8,4.0,4.4,8294,3,58,8.3,1.4,80.6,37.3,3.0,2.2,2.1,0.0,60.0,93.1,4.44
58,0,1.55,18.0,43.2,5.2,3.7,2.4,7.6,8.4,8684,3,61,7.3,2.2,62.7,32.7,1.2,2.3,1.73,2.0,60.0,81.21,56.67
38,0,1.58,18.1,45.1,4.0,3.7,2.3,3.3,3.6,9509,3,69,8.5,1.2,76.6,38.2,5.7,2.6,1.94,1.2,60.0,84.3,45.56
28,1,1.71,23.1,67.6,5.6,3.7,2.5,3.4,3.7,9475,4,69,4.4,4.4,60.1,20.0,7.4,2.6,2.72,2.9,60.0,100.0,1.11
24,0,1.6,27.6,70.5,5.8,3.8,2.0,4.6,5.1,8345,4,58,5.5,3.6,78.0,24.9,6.1,2.2,0.95,1.5,60.0,82.06,46.67
